.interp,.note.ABI-tag,.note.gnu.build-i,.gnu.hash,.dynsym,.dynstr,.rela.dyn,.rela.plt,.init,.plt,.text,.fini,.rodata,.eh_frame_hdr,.eh_frame,.init_array,.fini_array,.dynamic,.got,.got.plt,.data,.bss,.comment,.symtab,.strtab,.shstrtab,filesize,time
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000044c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003893136978149414
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000450,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003931999206542969
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000454,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0037822723388671892
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000458,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038149356842041016
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000045c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003955364227294922
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000460,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038678646087646476
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000464,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003961324691772461
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000468,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003875732421875
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000046c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038521289825439453
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000470,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.00404810905456543
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000474,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038535594940185547
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000478,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003911018371582031
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000047c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003933429718017578
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000480,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003889322280883789
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000484,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003923177719116211
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000488,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003936052322387695
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000048c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0039043426513671892
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000490,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038521289825439453
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000494,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038709640502929688
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000498,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038695335388183602
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000049c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003741741180419922
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004a0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004038572311401367
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004a4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038299560546875
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004a8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003832578659057617
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004ac,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003724336624145508
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004b0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0037610530853271493
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004b4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003923416137695313
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004b8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038802623748779297
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004bc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038352012634277344
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004c0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003841400146484375
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004c4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038330554962158203
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004c8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003858804702758789
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004cc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003857135772705078
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004d0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003814220428466797
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004d4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038428306579589844
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004d8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0037965774536132812
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004dc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004168033599853516
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004e0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004024982452392578
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004e4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003859996795654297
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004e8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0037615299224853524
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004ec,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003924369812011719
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004f0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.00391697883605957
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004f4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004020929336547852
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000004f8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038547515869140642
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000004fc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038378238677978533
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000500,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038530826568603524
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000504,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0039272308349609375
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000508,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038771629333496094
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000050c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038077831268310547
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000510,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003870725631713867
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000514,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0037813186645507812
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000518,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038695335388183602
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000051c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003888368606567383
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000520,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038192272186279297
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000524,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003816843032836914
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000528,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038712024688720703
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000052c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003819704055786133
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000530,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003876924514770508
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000534,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003866910934448242
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000538,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038328170776367188
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000053c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0037169456481933602
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000540,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038003921508789054
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000544,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038406848907470703
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000548,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003898143768310547
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000054c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003844738006591797
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000550,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003888368606567383
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000554,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003919363021850586
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000558,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038869380950927726
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000055c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004039287567138672
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000560,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038962364196777344
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000564,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038666725158691406
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000568,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003856182098388672
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000056c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003893613815307617
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000570,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0037889480590820312
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000574,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038568973541259774
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000578,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038299560546875
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000057c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038368701934814453
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000580,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003865957260131836
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000584,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003885030746459961
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000588,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003794431686401367
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000058c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003896474838256836
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000590,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003903627395629883
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000594,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038945674896240243
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000598,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003893136978149414
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000059c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004051923751831055
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005a0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003791332244873047
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005a4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003779172897338867
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005a8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004112720489501953
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005ac,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038232803344726562
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005b0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003897428512573242
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005b4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003886699676513672
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005b8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003948688507080078
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005bc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004030466079711914
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005c0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003899097442626953
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005c4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003779888153076172
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005c8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003954648971557617
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005cc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0039615631103515625
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005d0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003859996795654297
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005d4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038242340087890642
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005d8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0037794113159179688
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005dc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038437843322753906
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005e0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003902435302734375
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005e4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003785371780395508
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005e8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003787517547607422
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005ec,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003803253173828125
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005f0,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003901958465576172
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005f4,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.00376129150390625
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,00000000000005f8,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038611888885498047
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,00000000000005fc,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003905773162841797
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000600,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.00399470329284668
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000604,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003877401351928711
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000608,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003813505172729492
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000060c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004046916961669922
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000610,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003807544708251953
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000614,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038444995880126953
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000618,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038673877716064453
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000061c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003874540328979492
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000620,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004012107849121094
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000624,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0037508010864257812
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000628,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038423538208007812
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000062c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003807544708251953
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000630,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038819313049316406
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000634,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003935813903808594
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000638,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038678646087646476
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000063c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038483142852783203
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000640,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003747701644897461
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000644,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003719329833984375
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000648,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.004001140594482422
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000064c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038292407989501953
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000650,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003899097442626953
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000654,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003812551498413086
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000658,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038208961486816406
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,000000000000065c,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0039038658142089844
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000660,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0038208961486816406
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,00000000000004a5,000000000000000d,0000000000000664,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.003870248794555664
000000000000001c,20,24,24,150,159,108,90,000000000000001b,70,0000000000000485,000000000000000d,0000000000000668,64,198,10,8,210,30,48,10,118,000000000000002b,768,00000000000003bc,103,17392,0.0037984848022460938
